product_id,product_name,category,price,supplier_id
60,Product 60,Sports,455.26,51
61,Product 61,Home,,89
62,Product 62,Electronics,,71
63,Product 63,Sports,39.4,6
64,Product 64,Books,419.75,85
65,Product 65,Apparel,347.73,75
66,Product 66,Books,148.99,53
67,Product 67,Electronics,17.09,83
68,Product 68,Electronics,229.23,4
69,Product 69,Sports,,98
70,Product 70,Books,361.78,77
71,Product 71,Home,276.02,72
72,Product 72,Home,179.37,9
73,Product 73,Home,281.42,86
74,Product 74,Books,190.55,59
75,Product 75,Apparel,251.69,31
76,Product 76,Electronics,91.47,30
77,Product 77,Electronics,138.9,78
78,Product 78,Books,457.59,50
79,Product 79,Apparel,81.83,23
80,Product 80,Electronics,467.73,74
81,Product 81,Electronics,283.34,15
82,Product 82,Sports,494.63,1
83,Product 83,Electronics,91.15,79
84,Product 84,Electronics,365.86,52
85,Product 85,Home,470.69,59
86,Product 86,Books,309.91,96
87,Product 87,Electronics,125.4,26
88,Product 88,Books,58.8,86
89,Product 89,Sports,162.29,2
90,Product 90,Sports,323.62,76
91,Product 91,Electronics,394.95,75
92,Product 92,Books,321.61,23
93,Product 93,Electronics,325.1,23
94,Product 94,Apparel,490.89,80
95,Product 95,Apparel,498.23,47
96,Product 96,Electronics,431.27,42
97,Product 97,Sports,380.21,16
98,Product 98,Electronics,256.41,95
99,Product 99,Electronics,292.47,29
100,Product 100,Electronics,364.6,99
101,Product 101,Home,254.67,91
102,Product 102,Home,353.04,59
103,Product 103,Sports,422.51,25
104,Product 104,Electronics,415.54,6
105,Product 105,Home,148.98,63
106,Product 106,Sports,331.49,88
107,Product 107,Apparel,260.73,40
108,Product 108,Home,304.56,72
109,Product 109,Home,7.27,86
110,Product 110,Apparel,394.71,13
111,Product 111,Electronics,460.2,4
111,Product 111,Electronics,460.2,4
112,Product 112,Apparel,345.24,42
113,Product 113,Home,82.97,1
114,Product 114,Apparel,305.7,63
115,Product 115,Books,299.16,2
116,Product 116,Books,491.64,81
117,Product 117,Electronics,292.03,92
118,Product 118,Books,484.53,81
119,Product 119,Sports,302.88,60
120,Product 120,Home,274.82,16
121,Product 121,Home,161.2,80
122,Product 122,Apparel,267.7,68
123,Product 123,Books,18.6,26
124,Product 124,Home,313.73,68
125,Product 125,Sports,149.0,45
126,Product 126,Home,75.72,83
127,Product 127,Electronics,397.51,40
128,Product 128,Home,448.07,89
129,Product 129,Books,70.07,8
130,Product 130,Electronics,393.43,1
131,Product 131,Sports,381.9,31
132,Product 132,Books,161.32,24
133,Product 133,Books,153.01,52
134,Product 134,Books,271.29,94
135,Product 135,Sports,354.07,69
136,Product 136,Electronics,250.18,21
137,Product 137,Electronics,249.9,1
138,Product 138,Home,472.88,61
139,Product 139,Apparel,,95
140,Product 140,Books,455.86,14
141,Product 141,Home,,64
142,Product 142,Electronics,316.21,22
143,Product 143,Books,282.45,42
144,Product 144,Books,6.33,12
145,Product 145,Electronics,425.6,21
146,Product 146,Home,273.09,95
147,Product 147,Books,473.61,91
148,Product 148,Electronics,411.69,52
149,Product 149,Books,106.68,78
150,Product 150,Books,401.61,79
151,Product 151,Apparel,492.14,57
152,Product 152,Apparel,230.8,55
153,Product 153,Sports,172.93,1
154,Product 154,Apparel,365.52,83
155,Product 155,Electronics,214.85,55
155,Product 155,Electronics,214.85,55
156,Product 156,Apparel,408.19,99
157,Product 157,Apparel,499.49,8
158,Product 158,Electronics,195.12,16
159,Product 159,Books,387.31,70
160,Product 160,Books,28.04,51
161,Product 161,Home,435.41,83
162,Product 162,Apparel,431.6,72
163,Product 163,Electronics,101.08,44
164,Product 164,Sports,286.14,82
165,Product 165,Sports,415.51,30
166,Product 166,Books,253.49,27
167,Product 167,Apparel,345.97,61
168,Product 168,Electronics,163.61,2
169,Product 169,Apparel,362.74,10
170,Product 170,Apparel,237.94,66
171,Product 171,Apparel,436.9,97
172,Product 172,Electronics,34.83,3
173,Product 173,Electronics,220.83,49
174,Product 174,Sports,378.89,11
175,Product 175,Sports,172.87,83
176,Product 176,Electronics,496.9,66
177,Product 177,Apparel,403.16,80
178,Product 178,Apparel,14.4,94
179,Product 179,Sports,190.83,11
180,Product 180,Sports,5.23,32
181,Product 181,Books,297.32,44
182,Product 182,Home,,31
183,Product 183,Home,264.71,60
184,Product 184,Electronics,311.5,43
185,Product 185,Books,435.73,77
186,Product 186,Apparel,190.67,61
187,Product 187,Books,224.78,77
188,Product 188,Apparel,39.11,36
189,Product 189,Sports,33.09,12
190,Product 190,Electronics,76.64,59
191,Product 191,Electronics,350.26,5
192,Product 192,Electronics,353.91,30
193,Product 193,Books,271.84,57
194,Product 194,Home,424.03,65
195,Product 195,Apparel,245.24,45
196,Product 196,Electronics,412.7,72
197,Product 197,Sports,165.99,64
198,Product 198,Apparel,137.37,21
199,Product 199,Apparel,,2
200,Product 200,Home,358.56,61
201,Product 201,Books,161.29,75
202,Product 202,Electronics,286.43,13
203,Product 203,Sports,446.57,60
204,Product 204,Apparel,272.53,14
205,Product 205,Electronics,84.62,35
206,Product 206,Sports,485.4,54
207,Product 207,Books,405.52,87
208,Product 208,Home,448.57,90
209,Product 209,Electronics,453.29,98
210,Product 210,Books,369.15,30
211,Product 211,Books,105.37,14
212,Product 212,Home,240.92,13
213,Product 213,Home,160.19,91
214,Product 214,Sports,342.09,6
215,Product 215,Apparel,175.53,88
216,Product 216,Books,445.25,4
217,Product 217,Sports,372.21,59
218,Product 218,Home,172.31,97
219,Product 219,Books,141.77,60
220,Product 220,Books,220.8,51
221,Product 221,Electronics,278.79,4
222,Product 222,Apparel,71.44,88
223,Product 223,Home,464.57,26
224,Product 224,Books,472.08,7
225,Product 225,Apparel,281.41,77
226,Product 226,Home,,70
227,Product 227,Electronics,234.35,50
228,Product 228,Sports,304.74,64
229,Product 229,Books,274.42,23
230,Product 230,Electronics,,89
231,Product 231,Books,224.21,73
232,Product 232,Sports,415.61,40
233,Product 233,Home,425.07,35
234,Product 234,Home,393.43,96
235,Product 235,Home,151.0,15
236,Product 236,Electronics,,100
237,Product 237,Apparel,475.76,74
238,Product 238,Electronics,260.19,65
239,Product 239,Apparel,,76
240,Product 240,Apparel,,9
241,Product 241,Apparel,223.58,6
242,Product 242,Home,314.32,80
243,Product 243,Sports,184.58,65
244,Product 244,Sports,47.62,78
245,Product 245,Home,195.79,28
246,Product 246,Electronics,474.14,74
247,Product 247,Home,107.31,6
248,Product 248,Apparel,115.6,5
249,Product 249,Books,492.58,57
250,Product 250,Apparel,425.73,34
251,Product 251,Sports,15.07,5
252,Product 252,Apparel,385.53,19
252,Product 252,Apparel,385.53,19
253,Product 253,Electronics,134.9,40
254,Product 254,Home,300.26,93
255,Product 255,Sports,361.03,42
256,Product 256,Electronics,488.39,10
257,Product 257,Electronics,459.51,50
258,Product 258,Home,284.61,41
259,Product 259,Sports,479.54,31
260,Product 260,Electronics,7.11,18
261,Product 261,Books,95.69,22
262,Product 262,Sports,298.09,25
263,Product 263,Sports,81.65,81
264,Product 264,Sports,389.41,58
265,Product 265,Sports,242.53,79
266,Product 266,Electronics,419.15,7
267,Product 267,Sports,138.56,75
268,Product 268,Books,99.06,43
269,Product 269,Home,444.42,70
270,Product 270,Home,152.72,63
271,Product 271,Books,21.07,58
272,Product 272,Home,185.48,55
273,Product 273,Apparel,299.49,86
274,Product 274,Books,153.38,75
275,Product 275,Apparel,165.82,9
275,Product 275,Apparel,165.82,9
276,Product 276,Sports,256.76,82
277,Product 277,Sports,207.5,45
278,Product 278,Electronics,7.49,24
279,Product 279,Books,422.44,58
280,Product 280,Apparel,150.32,53
281,Product 281,Books,309.96,46
282,Product 282,Electronics,386.75,89
283,Product 283,Home,87.0,6
284,Product 284,Home,250.81,59
285,Product 285,Sports,,44
286,Product 286,Books,265.73,90
287,Product 287,Sports,208.46,66
288,Product 288,Electronics,488.34,42
289,Product 289,Apparel,124.61,48
290,Product 290,Apparel,396.33,11
291,Product 291,Apparel,7.09,69
292,Product 292,Home,32.47,80
293,Product 293,Sports,60.98,16
293,Product 293,Sports,60.98,16
294,Product 294,Sports,435.67,43
295,Product 295,Home,439.49,43
296,Product 296,Apparel,165.91,74
297,Product 297,Books,32.1,29
298,Product 298,Electronics,315.55,85
299,Product 299,Electronics,79.36,12
300,Product 300,Books,44.62,65
301,Product 301,Sports,202.17,48
302,Product 302,Sports,404.68,81
303,Product 303,Electronics,66.71,11
304,Product 304,Sports,108.98,21
305,Product 305,Books,395.86,70
306,Product 306,Apparel,35.87,79
307,Product 307,Electronics,138.57,2
308,Product 308,Sports,403.59,79
309,Product 309,Books,,8
310,Product 310,Sports,116.24,17
311,Product 311,Electronics,239.99,88
312,Product 312,Apparel,237.38,96
313,Product 313,Home,485.1,92
314,Product 314,Books,260.32,67
315,Product 315,Home,320.98,8
316,Product 316,Apparel,137.3,33
317,Product 317,Home,200.23,18
318,Product 318,Books,91.74,69
319,Product 319,Electronics,168.53,97
320,Product 320,Home,125.67,78
321,Product 321,Electronics,63.24,45
322,Product 322,Apparel,437.98,39
323,Product 323,Home,39.51,100
324,Product 324,Electronics,,96
325,Product 325,Apparel,251.47,97
326,Product 326,Sports,244.61,52
327,Product 327,Sports,19.18,38
328,Product 328,Books,209.02,81
329,Product 329,Electronics,473.49,64
330,Product 330,Sports,450.12,28
331,Product 331,Sports,125.48,39
331,Product 331,Sports,125.48,39
332,Product 332,Books,228.73,36
333,Product 333,Home,343.51,94
334,Product 334,Books,422.1,26
335,Product 335,Books,208.06,66
336,Product 336,Apparel,96.88,95
337,Product 337,Electronics,235.92,9
338,Product 338,Apparel,,62
339,Product 339,Electronics,273.64,59
340,Product 340,Home,253.94,11
341,Product 341,Home,35.7,52
342,Product 342,Apparel,359.26,36
343,Product 343,Apparel,293.79,83
344,Product 344,Apparel,162.26,83
345,Product 345,Sports,154.94,61
346,Product 346,Electronics,353.84,13
347,Product 347,Apparel,407.96,18
348,Product 348,Sports,146.03,29
349,Product 349,Home,10.18,80
350,Product 350,Books,420.75,9
351,Product 351,Electronics,137.95,61
352,Product 352,Sports,161.45,25
353,Product 353,Sports,421.1,34
354,Product 354,Apparel,316.94,69
355,Product 355,Electronics,51.56,38
356,Product 356,Books,357.78,70
357,Product 357,Apparel,347.15,29
358,Product 358,Home,,41
359,Product 359,Electronics,78.97,41
360,Product 360,Sports,75.12,92
361,Product 361,Books,246.15,97
362,Product 362,Electronics,333.72,4
363,Product 363,Apparel,,53
364,Product 364,Books,171.21,2
365,Product 365,Home,494.63,25
366,Product 366,Sports,484.93,86
367,Product 367,Apparel,30.95,57
368,Product 368,Home,413.02,88
369,Product 369,Apparel,373.52,36
370,Product 370,Home,107.39,10
371,Product 371,Books,219.76,54
372,Product 372,Home,436.74,39
373,Product 373,Books,9.6,48
374,Product 374,Home,83.88,13
375,Product 375,Apparel,444.92,100
376,Product 376,Apparel,75.11,11
377,Product 377,Electronics,88.1,26
378,Product 378,Electronics,274.72,92
379,Product 379,Electronics,322.74,6
380,Product 380,Electronics,199.98,53
381,Product 381,Apparel,161.12,86
382,Product 382,Apparel,370.49,14
383,Product 383,Apparel,178.8,70
384,Product 384,Apparel,333.46,14
385,Product 385,Books,197.53,87
386,Product 386,Apparel,336.77,10
387,Product 387,Sports,316.19,82
388,Product 388,Apparel,87.12,44
389,Product 389,Apparel,215.51,3
390,Product 390,Home,137.52,15
391,Product 391,Sports,499.9,71
392,Product 392,Books,250.96,49
393,Product 393,Apparel,388.51,5
394,Product 394,Books,486.47,86
395,Product 395,Apparel,191.93,36
396,Product 396,Books,284.37,46
397,Product 397,Home,181.67,88
398,Product 398,Home,202.08,45
399,Product 399,Sports,91.53,15
400,Product 400,Sports,352.93,45
401,Product 401,Apparel,392.03,38
402,Product 402,Books,33.92,70
403,Product 403,Apparel,,66
404,Product 404,Sports,163.65,14
405,Product 405,Home,18.86,44
406,Product 406,Books,330.06,91
407,Product 407,Books,460.42,63
408,Product 408,Apparel,173.26,24
409,Product 409,Sports,487.2,81
409,Product 409,Sports,487.2,81
410,Product 410,Sports,328.23,99
411,Product 411,Electronics,222.78,99
412,Product 412,Home,437.29,63
413,Product 413,Sports,174.47,6
414,Product 414,Home,211.13,32
415,Product 415,Home,32.97,84
416,Product 416,Electronics,57.25,22
417,Product 417,Books,477.91,14
418,Product 418,Apparel,,44
419,Product 419,Home,21.21,30
420,Product 420,Home,6.11,29
421,Product 421,Electronics,460.84,74
422,Product 422,Electronics,452.29,47
423,Product 423,Books,151.99,94
424,Product 424,Home,172.07,70
425,Product 425,Sports,366.47,97
426,Product 426,Home,77.4,56
427,Product 427,Books,333.97,26
428,Product 428,Sports,149.38,49
429,Product 429,Apparel,,85
430,Product 430,Sports,274.36,90
431,Product 431,Home,304.7,67
432,Product 432,Home,87.51,15
433,Product 433,Books,,86
434,Product 434,Apparel,471.95,49
435,Product 435,Home,457.6,54
436,Product 436,Home,368.19,13
437,Product 437,Sports,271.98,50
438,Product 438,Books,304.66,2
439,Product 439,Books,311.08,38
440,Product 440,Apparel,203.92,20
441,Product 441,Apparel,178.53,79
442,Product 442,Electronics,273.3,78
442,Product 442,Electronics,273.3,78
443,Product 443,Books,314.39,65
444,Product 444,Home,246.15,62
445,Product 445,Sports,66.94,60
446,Product 446,Books,416.57,51
447,Product 447,Electronics,59.98,48
448,Product 448,Home,169.66,45
449,Product 449,Home,203.17,22
450,Product 450,Electronics,159.89,16
451,Product 451,Books,447.59,28
452,Product 452,Sports,174.12,77
453,Product 453,Sports,201.97,36
454,Product 454,Books,288.58,67
455,Product 455,Books,67.05,84
456,Product 456,Apparel,351.19,75
457,Product 457,Apparel,119.38,36
458,Product 458,Home,479.75,19
459,Product 459,Books,318.2,43
460,Product 460,Sports,,66
461,Product 461,Electronics,349.99,18
462,Product 462,Home,32.83,99
463,Product 463,Electronics,213.77,39
464,Product 464,Electronics,120.76,89
465,Product 465,Home,253.48,36
466,Product 466,Home,324.0,87
467,Product 467,Sports,428.21,79
468,Product 468,Electronics,405.25,1
469,Product 469,Books,166.63,46
470,Product 470,Books,455.97,19
471,Product 471,Electronics,448.63,91
472,Product 472,Books,215.18,85
473,Product 473,Sports,45.95,22
474,Product 474,Sports,126.72,3
475,Product 475,Apparel,,8
476,Product 476,Electronics,461.05,78
477,Product 477,Electronics,65.35,73
478,Product 478,Books,157.34,11
479,Product 479,Sports,173.22,98
480,Product 480,Electronics,411.43,45
481,Product 481,Books,159.28,4
482,Product 482,Books,182.36,16
483,Product 483,Sports,313.84,44
484,Product 484,Books,22.22,57
485,Product 485,Electronics,312.82,43
486,Product 486,Books,493.68,40
487,Product 487,Apparel,398.05,90
488,Product 488,Apparel,179.08,94
489,Product 489,Sports,,1
490,Product 490,Sports,153.07,93
491,Product 491,Electronics,357.35,49
492,Product 492,Electronics,345.05,49
493,Product 493,Apparel,177.31,21
494,Product 494,Sports,399.6,89
495,Product 495,Electronics,15.99,76
496,Product 496,Apparel,203.72,60
497,Product 497,Apparel,143.07,5
498,Product 498,Sports,427.13,58
499,Product 499,Sports,180.95,55
500,Product 500,Sports,160.03,43
