sale_id,customer_id,product_id,quantity,sale_amount,sale_date,region
4a21d00d-6097-45c6-a0ac-e82525ddaeef,688,351,8,3141.58,2025-01-04,EU
03c30e21-9529-4cc1-8020-aa5da0b48428,381,462,9,4413.65,2024-11-08,APAC
292bdd13-a060-45b8-be2f-32ebe69dbc2a,261,117,2,579.76,2024-03-15,EU
4c4dd2ca-e64b-4b80-b722-184e8e41b0e0,208,39,9,1707.94,2024-12-21,APAC
e3518f57-5416-4290-a674-8eca67f9808b,487,132,5,52.84,2025-04-24,APAC
52f15e50-c199-4a16-88ae-37be5b478075,758,45,1,419.54,2024-09-21,APAC
974fcad7-0f10-4ad8-a2c5-6e3b26b4a9e0,393,223,9,1839.77,2024-07-17,EU
b7ed65be-bbfe-40d3-8e2a-e603cbbad463,241,186,6,808.76,2024-10-12,US
2c4bd391-bd17-4ab7-a133-4759ee84bf51,557,70,8,1246.64,2024-04-20,EU
938557e6-c976-4bb4-a05f-11b6b896ed65,410,400,2,255.17,2024-03-31,US
a1a9d18d-c204-4fb6-ad69-b727a219c15f,498,257,2,863.0,2025-02-19,EU
bfb3ca4e-4054-43db-9f89-708ead06956b,5,259,4,645.43,2025-04-15,US
f3ea40c9-ca5a-42b0-b8c5-f4257255088c,884,291,7,2911.86,2025-02-15,APAC
82244fb9-8696-4ae7-8e21-387f8331e399,454,93,7,2924.93,2025-05-23,US
b312388b-9866-47cd-ba8e-e27b9d9cbee1,227,393,2,761.65,2024-01-20,EU
12e50007-636d-4f91-a4d4-d857c2b6f070,380,377,4,1685.28,2024-02-02,EU
f8b7a1d4-3035-4f84-9660-f1c0c3ed892f,663,11,10,109.18,2024-10-06,EU
cc5b69a3-65f8-44bb-8cf8-b43a3677925a,473,458,9,2662.86,2025-02-04,APAC
1bc7338a-2675-4dc0-99b8-90aeccd48f95,14,206,9,175.06,2024-05-24,EU
8e672552-8712-4829-b562-b543959942d2,312,18,9,3360.09,2024-10-15,APAC
5589467d-f208-4678-a2ea-eacd3f981dba,293,225,9,4032.64,2024-08-05,APAC
0f8a59dc-7bc6-4dc5-a05d-77c2244901fa,112,448,5,2038.26,2025-02-15,APAC
2ed05026-7662-434a-b6ae-96e1f8df9478,751,416,8,3208.66,2024-05-26,US
4a37ee6a-0645-4c36-a4a4-40ce8aec5d42,16,128,7,1021.72,2025-05-01,APAC
9f8532c4-d7d6-48d7-bbdf-77f3713a9389,729,445,8,380.29,2024-11-13,EU
a5e27b9a-332c-43ef-913c-9ee17a4d62ab,605,419,2,800.46,2024-08-04,APAC
c17ca454-8443-4b50-9e47-5e18d1c06d7e,75,350,8,1399.58,2024-04-11,EU
611ab7b7-ce52-4167-b07f-dff2fbb8ca7a,278,405,3,1376.53,2024-01-07,US
faacd4b0-aa15-4671-bcfb-6204366a534c,404,173,10,2936.9,2024-05-24,US
de10e0a7-53f3-4bc9-89a2-e1880c5919f1,355,343,2,852.78,2025-03-16,EU
e8418962-38f1-471e-b93a-19a6224cb8ad,632,370,9,4182.1,2025-04-30,APAC
22d9e395-fb88-4a57-a979-b9b4c947097b,453,27,10,3913.75,2024-07-27,EU
bd99e86d-8a11-4e55-8276-7578da1673e5,605,87,3,122.36,2024-10-20,US
a577ceb3-7a0f-4f29-8205-9c18a20dd9c1,383,475,2,494.68,2025-04-06,APAC
7312fa2d-e529-45ad-b5c8-e646af634ad2,748,154,7,379.86,2025-06-15,US
5fcdf5f7-d7e8-4632-89f5-c3159d4206c0,796,208,6,2553.2,2024-05-08,APAC
305f7fa2-6f4f-4deb-8740-f82833a26106,574,461,2,997.63,2025-01-22,APAC
901d0d05-b3d1-4df7-ba40-12987132ca68,674,10,2,565.29,2025-04-25,US
4a54b69e-2033-483c-808f-08b8d55b09a3,199,325,9,1898.64,2024-07-25,APAC
102ec8ba-a91d-4a33-ae0e-098d626ca062,868,363,1,369.25,2024-03-31,APAC
116243b2-d3ff-4556-98b3-1b6038cf3106,316,117,5,594.55,2024-08-28,APAC
900f91a1-a621-4b9b-9665-d018944c609e,735,167,10,1913.62,2024-04-25,US
f8ab23b7-abdc-4325-b501-b812eb61d372,989,4,6,913.26,2024-05-09,APAC
db327181-0c2b-4367-a6e7-7ef0a35fdf41,265,304,1,80.81,2025-03-18,APAC
8d243db6-72ac-4a3c-9657-0d5279ca90ac,208,362,8,3401.47,2025-03-14,EU
25671c57-0397-4da6-8b0e-4b3a17e769ee,656,99,10,3657.68,2024-11-18,EU
2436b258-0985-42e5-8565-6e4a62260113,165,26,3,881.35,2024-09-25,US
82a28af6-f440-4e7c-8c4f-3a10bf921e4f,547,27,9,77.09,2024-02-14,APAC
b6530c93-cdde-447e-a9a3-ca3b8f6bbdb3,130,182,4,1533.36,2024-04-08,US
76344a7f-1367-45fd-a80f-b66a51d282e7,356,8,5,586.77,2024-06-13,APAC
98b8e10f-f192-4832-935a-141d25007d32,583,215,8,1077.47,2025-01-27,US
5083afb0-6500-4f49-8e0c-4d5cde9f7f30,412,453,1,481.73,2024-01-22,US
b5a2d555-eb41-47b3-8f9b-05e148b6c3a3,954,369,1,419.42,2024-12-15,US
2685a3ed-f45f-4c56-a4ec-cea1f299389a,612,337,10,2853.73,2024-11-23,EU
30036d52-4f7a-49c4-91c4-8009478ed63e,925,129,8,1432.96,2024-07-16,US
a9c28c55-6f96-4553-a590-4a4b345b8b24,26,114,3,995.41,2024-02-29,EU
97996298-00f4-48e7-a824-b1fa323dd939,212,326,6,1046.3,2025-05-23,APAC
b8db3587-653e-4acf-9b0f-63fd2a8d3325,406,106,2,501.88,2024-11-01,APAC
442e2190-3bf7-4e86-b58c-7ba8a8e05457,794,178,2,251.79,2024-06-14,APAC
349f567b-1183-4199-9bc2-b6b21b6ea72c,603,146,9,1027.43,2024-11-22,US
2b1069b0-0157-4425-aefa-3fc0d5c82c20,536,20,6,1984.31,2024-12-19,EU
4d4b662a-8a8c-4604-88aa-1940b86e9da6,493,461,6,243.55,2024-04-27,EU
a8e0a2a2-f078-488d-94f1-5e90d9fbcf32,105,309,7,3402.09,2024-03-25,US
389a060d-2158-4ced-a6eb-26b352572951,555,134,6,1248.09,2024-05-20,US
90c0d97c-25dc-4e89-8616-4d355a30f7ad,810,336,9,3486.14,2024-01-06,APAC
4625ac1d-2ff5-4894-9c61-b7a929136920,239,126,,351.98,2025-03-09,EU
9e03ea6c-3c40-417d-95dc-e35a5e90b7a8,613,450,7,1690.74,2024-11-10,US
457a5274-996e-4b59-89e7-9222b5c5cd48,982,25,9,1991.79,2024-06-06,US
ecc8f5f6-e793-4c54-9b66-38f552c09d50,21,310,6,2998.25,2025-05-30,US
7ca3a7b2-2976-4639-ba81-eb91b655669d,785,313,3,68.53,2024-01-18,US
ebf7e68b-34ae-40cb-a3e5-2710ab934daa,517,52,8,3854.17,2024-11-28,APAC
00591e8d-c206-4095-9ddc-7f735c8a2c46,473,317,4,1143.27,2024-04-05,EU
f33699c0-446b-4817-9611-d30517423540,581,371,10,882.62,2025-04-05,EU
824a69d1-3a0c-484b-b776-de91a24a211a,972,187,1,164.4,2025-04-23,US
304abf81-d2cd-4acd-be3b-5866d89df14c,791,176,2,978.55,2025-03-20,US
29b5ec25-eaea-481e-9e6f-17e87448a22a,833,108,8,2247.61,2025-03-25,US
c6f195a6-9c51-4a16-8b9f-b58a8efd2155,513,309,10,1192.4,2024-08-15,US
122f1107-79a1-454b-80ae-ab749a253ebe,576,391,8,3416.12,2024-09-23,EU
be89f239-7b9e-40d2-a4ef-b682d4865c64,545,413,5,2157.12,2024-05-11,US
6c470b54-ae24-4ba8-bdd7-d63aad619259,734,478,7,917.51,2024-01-02,US
bef8b738-38bb-444e-a71a-8f694c7283f4,18,23,1,9.18,2024-09-19,US
ac3a7ca3-2b07-4f22-b01b-a7b68d1fa626,888,465,4,1922.4,2024-03-13,EU
79e52f94-cfc7-405f-a859-7f9dbfd7325c,765,149,7,1960.23,2024-07-30,EU
01e7f7ec-1c18-44dc-8f52-9d0ab7853a62,631,490,1,465.05,2025-03-02,EU
d92e7061-9e8c-431a-9079-6d3de7d881eb,133,224,10,4485.19,2024-05-22,US
8b053f54-1b5f-463e-a36e-7495c4a44725,949,371,3,236.93,2024-03-21,US
b48c26db-faf7-4350-a311-c26c367ca524,22,23,,416.21,2024-03-08,US
d26b246a-ae88-4a58-bcca-e49c35f5ae35,766,267,5,887.98,2024-06-01,APAC
c86d407a-27a5-47d9-af71-cd999c81b74b,808,158,6,2472.22,2025-04-07,EU
a32ec932-7856-4431-b05e-a3a38da2e5fa,223,254,5,777.36,2024-07-01,APAC
4b5aa1de-521a-45b0-bfc2-160c40a37fd0,155,229,10,2411.68,2024-07-29,EU
6834e2c1-05ab-4e88-929d-37491372e5ff,379,213,1,121.94,2024-03-07,US
99af340e-3ac8-4e93-9f86-32c422ee22b1,405,313,2,314.89,2025-02-05,US
70fd37d7-d746-4163-b1d1-95f2994f08e2,667,410,9,3703.46,2025-02-17,APAC
cc05c04e-1b78-472d-9c2e-2941e5701b68,353,210,9,467.71,2024-12-03,US
ac9f07cb-21af-44d9-a35f-d700ab90f7e2,637,225,5,1443.59,2025-01-05,US
36477ad8-6474-4762-b1f0-59d3563f4292,30,338,3,268.06,2024-08-13,APAC
19f255e5-35f2-42c3-abb4-39ae50432bfa,842,185,4,772.49,2024-12-22,APAC
eaa614ee-9b0a-48cc-86a5-78a9c14db3f4,832,190,10,3301.84,2024-01-02,US
75044b9f-058d-4812-b748-eadf663606f9,248,398,2,759.28,2025-03-15,EU
b6acddae-2e68-4f2f-9560-daace0577821,483,225,7,3251.6,2025-04-21,US
8da6f442-8552-49d2-a82b-a4043ad7a68a,665,66,9,1843.17,2025-01-07,US
6960007d-f140-464c-ba70-d7b0414ce4dc,242,313,6,2787.79,2024-05-23,US
000c4c34-661d-4408-a7d1-269c397e50f9,705,418,8,3618.6,2024-07-14,US
89955110-a1df-4906-ae51-4e8c08c7d1eb,575,354,3,35.96,2025-02-09,US
614b130b-2bb0-47f7-af67-773e48a32cb3,161,257,3,832.82,2024-07-23,EU
b8b32cd7-73d5-42b7-a6bf-b12882850a6d,648,381,2,622.11,2024-02-15,APAC
23874527-5c6e-4e8b-8413-47e24d16d1f9,878,47,2,336.68,2024-10-09,US
a256cd7a-d7b5-4fab-9832-b43afc80140d,259,357,4,1529.24,2024-03-27,APAC
c03925e0-f5b9-4eef-ab60-6d7d82ea0c62,276,21,2,63.4,2025-01-30,US
069f6396-dc3f-43c1-a128-1a61a3f19347,159,297,8,420.71,2024-10-01,EU
e04c3d38-4928-4f8e-a7b6-099f0eda4d21,729,381,4,1760.92,2024-12-31,APAC
7769df2f-0d30-4ae1-b126-5f38c1bc87f7,31,108,9,2684.19,2025-05-31,US
0e871edb-ecaf-43f6-930e-7132f592d390,250,383,8,1841.3,2024-05-16,APAC
404ef465-15af-417a-8e06-babc5c4a117d,245,276,8,1599.97,2025-01-02,APAC
55dadf24-0010-4e91-b1d1-884039446db2,999,144,3,267.24,2024-08-12,EU
2ace84df-660c-41fa-8333-19993f3705f3,444,420,5,1101.87,2024-08-16,APAC
19cd1882-4f96-458e-a3d8-f0b2df2e7ff5,492,532,9,4466.25,2024-07-06,EU
8018239c-ae45-4751-acbf-538e0fdf2e02,607,103,2,775.33,2024-02-20,US
b0ca5bcf-fa14-4f02-8d80-d7e76cfc6902,590,121,7,2059.59,2024-02-28,APAC
3ade0118-c359-4fa0-9927-63d6886e3da0,908,182,8,1341.98,2025-03-07,EU
7d0f7a41-b981-4f50-ac69-9a711f4c51d8,620,454,6,2720.0,2024-12-28,EU
34cb7a66-9002-461c-905d-ff7a74c73ee3,673,387,,126.16,2024-10-24,APAC
fd4692c1-07ae-469e-a308-718cfbafcbb0,586,293,8,2589.29,2024-08-09,US
16a7fca7-7e9c-45ac-afec-8046c45815cb,669,270,9,3810.17,2024-03-18,US
dd852117-10ae-42ce-be09-684c7a007c3a,525,233,8,2540.35,2024-12-01,APAC
7f336fdc-f3f9-4e9e-8448-13fabcf5a128,466,205,6,1444.17,2024-03-28,US
0d34682d-1743-4f8a-bb8d-a476493f9684,761,254,2,950.36,2024-06-25,APAC
9b7fa748-460f-4ef1-b14d-c3942dae1c96,371,121,4,136.41,2025-05-24,EU
29040a78-6baf-46e5-bfac-90d82a1a87e8,814,256,6,1417.41,2025-03-25,APAC
c9b1cb0b-f60b-4d01-806f-056a871b063d,634,138,10,1706.5,2024-12-29,US
84b26ae8-9490-4f99-89cc-84e6f3e67075,998,219,1,87.65,2024-08-03,US
baf0df01-1e46-4771-8c73-2d1e9d71543f,300,418,8,1550.4,2024-06-11,APAC
c833b372-3fb9-4caf-920a-556399c42886,405,427,9,213.1,2024-09-16,APAC
89c689b9-64d8-49e0-88b1-ea75ef57f026,304,327,9,3186.66,2025-02-27,EU
ae21723e-e08b-4d73-b66a-5abfc7737121,275,124,1,474.22,2024-09-27,APAC
d72dccf9-3588-47b1-bed3-ea90369b3f0c,813,389,9,4080.78,2025-03-09,APAC
1a808cfa-2475-4d17-a656-3cb7ef0153f7,581,418,3,359.43,2024-04-09,EU
83b0c2b4-91df-43e2-9f6d-a50af7516374,462,218,7,1161.0,2024-10-09,EU
d0ffd5bc-9d83-4ed2-8514-d9dfb6bb2b31,712,84,4,1132.46,2024-04-15,US
fdef1a72-37c7-4770-b51f-3f9619d91193,822,232,2,604.57,2024-12-13,APAC
15179efe-21d4-451e-86b7-944f32edf7c8,426,137,7,1944.5,2024-09-02,EU
02da74f7-5f13-4e6f-9e04-5748651ec1f8,447,403,8,197.58,2024-07-21,EU
bed72487-d3c7-475f-9af1-4d9c4e95708f,15,481,5,670.14,2024-06-27,US
7a83ad21-3b92-4b73-adec-afe769745a78,915,236,7,1051.74,2024-05-15,US
684bbb4c-4dc1-4b44-9b4a-1f7721eb206c,761,314,5,1420.8,2024-12-20,US
95bfdb38-8954-4aeb-809b-f2cb7c5cea15,905,199,2,664.2,2024-04-13,EU
5276d37b-2827-4f39-aff4-083e77606f45,605,258,2,536.25,2024-01-07,US
a24ff969-fa68-43cb-8c8b-91c47cfe8cf5,939,211,9,481.54,2024-07-06,US
0a3b640a-4370-470b-9a2b-1b9c380916e0,378,388,3,742.86,2025-06-17,APAC
7a1c541b-25b3-42da-a23c-c401c5f6b31d,313,321,4,1410.05,2025-02-16,APAC
9f285146-e939-4889-a9ce-7aab63fb27b1,282,360,3,386.79,2024-02-06,US
d32db283-6287-48d4-bad4-4f0bb4aa110b,711,43,10,2444.62,2024-11-23,US
f4e90868-7b7b-4fe0-9500-75639ee66d40,86,74,6,2651.43,2024-07-14,US
b313c4ee-262b-4ac3-9bae-b5db0f01c16a,270,246,1,348.18,2024-11-19,EU
f9da7f09-83bb-4501-8207-716f177832e0,372,56,10,1618.32,2025-06-10,US
cdfadb51-9459-47d5-aaec-de3a0343ef6b,259,236,3,774.84,2025-05-29,EU
80df2bbb-3d49-4049-8f72-9db13b280efc,726,112,8,3387.96,2024-10-17,US
e4c269c4-a52a-453f-aee3-e5f36e2fa877,877,195,4,1054.83,2024-03-02,EU
3c648299-eec0-4d97-9b85-c10ce566c0af,991,60,8,3888.4,2025-01-04,US
461d9d9f-8604-48fe-bca6-8a33c20d7a7f,578,108,3,367.3,2025-05-04,APAC
7e0b5153-7f7f-480b-bdde-7471c360776d,155,160,3,132.96,2025-03-01,APAC
4b2d799c-91c9-49d0-8d6a-3d51a37e8221,134,211,3,316.1,2024-01-18,APAC
8a1b83c5-482d-44c8-8d1b-12df558f10cd,432,90,5,2308.75,2024-09-03,EU
17b352e8-be87-4457-aa72-7997013741a4,48,328,10,274.34,2025-05-14,APAC
bcc6eb21-448a-4161-b09b-1cf4f41ec288,162,100,9,2322.55,2024-05-05,US
451ec2e0-0efe-4aaf-ba0d-0df1ed15cfee,706,398,7,759.56,2024-08-07,EU
005ec74a-61f9-45b1-8f84-388152c2d51b,514,382,5,337.0,2025-02-24,APAC
6ef82072-b455-4ea6-bd1a-04b9db6c9da0,265,212,10,4164.68,2024-03-27,APAC
b38e0167-f35a-4cfd-a160-e0b6651f1a3b,135,83,10,309.62,2024-03-09,APAC
e520ddb8-48c0-46d8-a03b-8ebe467892b6,975,453,8,2395.88,2025-03-20,US
9dbe37f9-3a4d-47ed-bbfa-f83a457e9dd2,997,74,8,239.25,2025-02-15,US
47e43072-65ca-4117-9b20-f9e254846a3e,950,492,9,1514.7,2024-12-09,APAC
eb14f5c8-cae1-4a80-8449-f9834bf6aa21,134,245,6,2200.61,2024-05-01,EU
c1746ce7-3ff8-4de7-a36b-943728ee851b,785,328,2,864.24,2024-11-22,EU
e6a4afd1-cd2b-448a-aef7-c910fd2c6999,199,200,5,1876.25,2025-01-22,EU
c2a7c1e7-fd3f-4993-a9e3-564040e4e5eb,529,23,2,280.31,2025-06-29,US
52bcb253-8e7d-4bdf-a28f-b708e29b9f25,136,404,6,1174.81,2024-06-14,EU
f7a56de7-e0c1-49df-8439-3140ca68ed6d,808,334,1,397.59,2024-11-21,US
d3e071d9-3092-42c9-aa63-3e84224f65ee,945,369,6,2088.96,2024-04-18,EU
9efd5f15-3daa-45b8-87c6-d34ec968b84f,82,119,9,827.43,2024-07-28,APAC
af8b1c7e-ce91-43f6-ba27-40d7eea2eeda,228,23,3,819.59,2024-04-24,EU
0f46cd0e-8215-45da-bd9b-2988b936d5bf,682,409,1,432.0,2024-11-30,APAC
b3b3d775-d464-4b6c-be6d-b0f8d3603a52,893,370,3,1233.84,2024-06-04,APAC
d656adec-64e8-4583-90e5-14e5b2c671f3,149,241,2,469.14,2024-08-06,EU
c31044e7-eed7-4d54-a0e2-b79aaff634f5,234,320,6,1755.82,2025-06-30,APAC
7f45a196-2964-46eb-8a02-ba2160e925cf,991,366,5,1455.08,2024-03-08,US
daf58388-4a0f-4009-b0b6-92ecb8ac4d69,54,343,8,3998.61,2024-03-02,US
30afa5e6-da50-40b5-90b1-23eb1ccf8ebf,338,477,9,2050.65,2024-03-09,US
30b4fadf-4eb7-43ce-aa23-740145860f9e,358,198,3,1332.92,2024-10-22,EU
60095535-3879-4bc9-a475-ad5757e4a9b0,654,334,10,4555.39,2024-09-04,APAC
9127997c-fa3d-48dc-9c2f-4b4e61254d92,631,112,1,190.8,2024-09-09,EU
5db5cf09-5293-49d8-ae49-0ce628963817,736,408,4,739.84,2024-03-19,US
865ebb9a-8043-4ed3-9614-46968eea29e6,447,3,9,887.28,2024-01-04,US
5afc817e-086b-439e-8b60-f72c94a9e8b1,208,222,4,1912.86,2024-01-04,US
6f22dab2-27b9-4d7f-9e30-109925c410d1,613,23,7,910.01,2024-06-21,EU
507454bb-4c54-4a07-a671-fe3a7f9af940,282,345,6,2856.43,2024-10-12,US
0114ebbb-3d60-4773-896b-11abb133d78d,474,161,7,1460.93,2025-01-11,APAC
8675eadf-19d7-46e7-b08c-30c48c02d7d5,492,56,8,2278.67,2024-02-13,US
9831c134-e03f-4dcb-bc57-6255f8140c27,597,466,1,427.9,2025-03-06,EU
8dd7f1da-1089-46fa-9823-355b17047281,857,463,5,309.16,2024-02-01,US
86dfa46d-00dd-4d0a-acf2-f6dc450799c5,382,369,4,945.6,2024-06-13,US
1fae1a50-6c53-4315-a0d4-94caf5262135,36,500,10,1806.76,2025-06-23,US
052a8d5c-ab1a-42a1-80a8-a64f281c8085,877,8,7,1610.8,2024-09-11,EU
347f1dfc-a7ad-4d56-8416-2c070db8b4c8,358,121,8,3630.24,2024-12-01,APAC
a4a6166c-8c77-4fff-9e6c-cc8db0e0d3f0,104,337,1,487.25,2025-06-30,US
fc4f1108-8f6a-46d1-adab-54d15b3830fc,808,429,7,103.02,2025-02-13,EU
37d12bfa-01f6-4480-b46e-ba48c31a4996,887,261,1,291.75,2024-03-24,EU
d37e7b6a-ab7a-471c-a68c-a505233a0124,196,15,6,918.12,2024-10-12,EU
27220347-c7b4-4d1c-88e8-f24068eec5b0,43,268,2,457.16,2024-01-03,APAC
6fa97e91-2d01-46a4-a5e0-403fe771fc24,158,191,1,427.95,2024-05-02,APAC
eb671d12-aac2-40e6-886a-8e9197117414,416,441,2,255.57,2025-03-10,US
ada08fca-c535-4d27-b70b-74a8b6fb9db2,23,318,8,496.56,2024-03-01,US
60880c8d-4a5c-4eea-8813-1409e2d6bbda,384,4,5,1068.51,2024-03-27,US
c7cc1347-73b3-484c-98d7-d10e7de54281,562,412,9,3286.24,2024-02-29,EU
7b1dcfc0-68fd-4bd8-ac6d-bdf5e5a38261,410,483,9,3951.16,2024-07-04,APAC
c843914a-1683-41e1-b0ae-c16ef60f0592,128,196,3,23.91,2025-03-22,US
dd878b97-ad40-4a47-a130-078056e16269,156,376,1,70.07,2024-04-02,EU
08449d59-3fd9-4a8a-afd9-16dbeba04ce1,510,123,8,209.05,2024-02-26,APAC
685d0a62-3120-443b-91c5-c49e6fab3dfb,433,403,7,848.9,2025-05-22,APAC
73564943-bcc6-4283-af37-3d90d75d0a52,155,243,2,363.37,2025-04-19,US
7d4a3bdc-4468-42a8-8d61-fdc028bb4668,955,144,7,868.44,2024-06-27,US
f235859f-df15-4371-bd2c-53e897c71608,639,403,2,613.39,2024-06-17,US
562812b8-18b7-43e8-88fc-998b69449680,954,298,1,69.87,2024-06-18,EU
7f922a7c-643b-46c0-92b8-11839f2cadda,105,219,7,2644.53,2024-08-18,EU
78c6a092-dc56-4702-97b3-d83a80e51b48,46,210,7,2901.1,2025-04-27,US
1d5b8a51-e3e9-4c8d-86cf-e5a8a936c248,497,126,5,1351.81,2024-01-07,APAC
09603a8d-26ff-4bba-abcd-ae7dc2d56f46,811,152,8,518.79,2025-03-07,EU
3a1b062f-9fbc-4b3b-bf68-828528382edb,615,498,10,4693.1,2024-07-11,EU
bb542e55-d4fb-4075-915e-1d6064643238,650,363,9,896.05,2024-09-10,US
dc085ed2-961c-4acf-9415-61977ee7c6ba,799,37,6,659.62,2024-12-07,US
02e0ddef-4ac6-4e7b-a34e-8de5240225f1,802,439,6,149.44,2024-11-05,US
c226eca4-06f2-45b9-9230-95f2e9d6bd8d,650,24,2,260.39,2024-03-15,APAC
3536f0f7-638e-4885-9071-01aadde3e5fe,519,245,9,2561.17,2024-08-21,US
f5f1a049-9f34-456a-af62-6fe604d5708e,16,487,5,703.25,2024-09-18,APAC
dc130819-1b62-4e57-8c42-b336c77b8c93,822,113,,377.28,2024-03-25,EU
6df43d48-e92e-4a2f-9f0c-5d2137fff1d6,20,267,6,2118.85,2024-11-12,US
8fbd1e47-14bc-43bc-85f0-905939ad7527,151,79,10,4730.06,2025-04-30,APAC
de8376a7-5144-4119-a93d-8134e04f6102,69,269,9,4479.62,2025-05-09,EU
4c79fedc-c956-4252-9f13-645788dcb17b,914,77,9,2900.77,2025-05-10,EU
98e5e30d-0479-4ff4-9237-f94e63a805b2,248,436,9,1839.79,2024-05-01,APAC
487d5c3a-1771-4358-bc6a-e8689a73c062,213,236,6,2827.52,2024-03-14,APAC
b41a1ee4-11ab-4013-84df-cb3c5d76c40e,817,119,9,1236.71,2024-07-11,EU
b2fee53b-c775-4905-8365-8f6d4fcc2172,661,327,8,1875.2,2024-04-27,EU
c83a7695-4a3d-4757-ac4d-16db59fd4893,654,426,4,1829.14,2024-12-27,APAC
f2e6bd8b-1084-4b4c-ba4e-ae29813057cf,264,46,5,1953.86,2024-08-08,US
7e7bf714-1c19-461f-b3c1-43c9cb5fdd36,393,149,8,1778.11,2025-03-01,US
4758ae81-4316-44b7-bdbc-75293c901e1d,306,10,7,1710.83,2024-12-28,EU
62557023-782b-4778-a77c-88dbddd5585b,113,300,3,837.87,2024-03-25,APAC
d94f6506-de8e-4305-948c-274007885866,163,226,4,399.41,2024-09-09,US
b06ca7d3-d766-4571-987f-ecdedba21592,279,271,1,264.31,2025-04-02,EU
029b22cd-1ecb-4194-8017-05243c3f1b05,654,475,5,513.41,2024-05-02,APAC
72905423-3857-4803-b7e7-73da5247e1fc,730,332,6,1607.66,2024-07-25,APAC
a30ee9f6-ce14-4da8-8c0f-9a673107abba,899,235,4,234.36,2024-02-11,US
2c85b2cd-0c6b-4240-aa74-0934c4b691f4,703,76,4,1741.34,2024-07-20,APAC
2a72dc3b-9f76-4453-841f-1766d958433f,138,340,7,3245.39,2025-02-08,APAC
18f8a63b-9aaf-4cbc-b897-482efa9d59b7,761,78,7,1635.47,2024-04-01,US
eed645cd-304f-497c-a0dd-31124b71368c,358,166,8,793.71,2025-02-12,US
a31e9934-dee0-411d-bd17-6950e9598bbf,800,406,9,3946.54,2025-04-03,APAC
