product_id,product_name,category,price,supplier_id
254,Product 254,Apparel,355.46,55
255,Product 255,Electronics,189.48,55
256,Product 256,Apparel,209.65,71
257,Product 257,Sports,473.79,61
258,Product 258,Books,145.03,74
259,Product 259,Apparel,214.92,62
260,Product 260,Apparel,261.92,10
261,Product 261,Books,414.99,33
262,Product 262,Books,95.47,88
263,Product 263,Books,348.56,49
264,Product 264,Sports,245.41,96
264,Product 264,Sports,245.41,96
265,Product 265,Apparel,314.94,22
266,Product 266,Home,196.27,76
267,Product 267,Books,151.45,45
268,Product 268,Electronics,471.15,8
269,Product 269,Sports,391.97,37
270,Product 270,Sports,148.54,69
271,Product 271,Apparel,270.8,97
272,Product 272,Electronics,329.97,19
273,Product 273,Home,235.08,14
274,Product 274,Electronics,311.07,94
275,Product 275,Electronics,157.75,84
276,Product 276,Electronics,187.0,80
277,Product 277,Home,,58
278,Product 278,Sports,449.04,12
279,Product 279,Books,412.01,92
280,Product 280,Sports,335.55,88
281,Product 281,Apparel,288.18,60
282,Product 282,Electronics,62.37,17
283,Product 283,Books,467.16,56
284,Product 284,Apparel,72.34,93
285,Product 285,Electronics,58.63,40
286,Product 286,Books,222.78,37
287,Product 287,Electronics,370.68,77
288,Product 288,Books,371.97,10
289,Product 289,Apparel,195.09,58
290,Product 290,Home,411.62,2
291,Product 291,Apparel,137.93,26
292,Product 292,Home,312.19,94
293,Product 293,Sports,275.79,83
294,Product 294,Books,287.07,45
295,Product 295,Apparel,100.06,1
295,Product 295,Apparel,100.06,1
296,Product 296,Apparel,289.93,28
297,Product 297,Sports,196.76,18
298,Product 298,Apparel,7.39,4
299,Product 299,Home,241.76,74
300,Product 300,Apparel,381.04,5
301,Product 301,Apparel,265.7,92
302,Product 302,Books,392.53,88
303,Product 303,Electronics,180.72,51
304,Product 304,Home,347.69,100
305,Product 305,Home,201.18,48
306,Product 306,Books,466.53,92
307,Product 307,Books,269.89,87
308,Product 308,Home,322.5,2
309,Product 309,Home,40.24,63
310,Product 310,Apparel,227.01,85
311,Product 311,Sports,234.4,89
312,Product 312,Home,224.31,94
313,Product 313,Sports,345.15,97
314,Product 314,Books,411.3,32
315,Product 315,Books,84.4,26
316,Product 316,Home,228.31,62
317,Product 317,Electronics,50.1,22
318,Product 318,Apparel,398.52,96
319,Product 319,Electronics,352.19,65
320,Product 320,Home,268.82,16
321,Product 321,Home,425.87,86
322,Product 322,Home,460.63,26
323,Product 323,Apparel,23.69,23
324,Product 324,Electronics,303.27,11
325,Product 325,Home,196.84,20
326,Product 326,Electronics,,23
327,Product 327,Home,97.98,47
328,Product 328,Electronics,129.03,96
329,Product 329,Apparel,436.64,50
330,Product 330,Home,10.34,38
331,Product 331,Electronics,252.6,62
332,Product 332,Sports,28.5,44
333,Product 333,Electronics,22.18,39
334,Product 334,Electronics,168.15,30
335,Product 335,Home,495.96,70
336,Product 336,Sports,83.32,32
337,Product 337,Sports,116.03,62
338,Product 338,Books,201.07,71
339,Product 339,Apparel,455.47,97
340,Product 340,Books,304.1,73
341,Product 341,Sports,172.52,70
342,Product 342,Home,490.17,75
343,Product 343,Apparel,157.38,95
344,Product 344,Home,149.49,89
345,Product 345,Home,223.04,37
346,Product 346,Apparel,127.05,4
347,Product 347,Books,317.69,53
348,Product 348,Sports,404.77,16
349,Product 349,Home,,82
350,Product 350,Sports,210.24,15
351,Product 351,Home,401.37,61
352,Product 352,Home,477.9,98
352,Product 352,Home,477.9,98
353,Product 353,Home,404.5,100
354,Product 354,Home,,41
355,Product 355,Apparel,14.03,67
355,Product 355,Apparel,14.03,67
356,Product 356,Electronics,497.21,82
357,Product 357,Electronics,212.58,28
358,Product 358,Electronics,401.78,19
359,Product 359,Electronics,302.41,71
360,Product 360,Apparel,122.08,87
361,Product 361,Apparel,484.83,27
362,Product 362,Electronics,281.12,100
363,Product 363,Electronics,386.46,80
364,Product 364,Apparel,395.7,82
365,Product 365,Home,345.47,49
366,Product 366,Sports,12.16,4
367,Product 367,Sports,89.64,46
368,Product 368,Apparel,55.49,1
369,Product 369,Home,43.47,42
370,Product 370,Electronics,,44
371,Product 371,Apparel,375.86,1
372,Product 372,Electronics,424.97,1
373,Product 373,Home,405.63,92
374,Product 374,Apparel,303.6,68
375,Product 375,Electronics,326.76,96
376,Product 376,Apparel,,4
377,Product 377,Apparel,80.21,15
378,Product 378,Apparel,305.73,85
379,Product 379,Apparel,474.23,93
380,Product 380,Electronics,,89
381,Product 381,Sports,224.02,24
382,Product 382,Books,476.76,76
383,Product 383,Electronics,336.14,84
384,Product 384,Sports,19.88,79
385,Product 385,Electronics,139.99,96
386,Product 386,Books,103.42,81
387,Product 387,Sports,,27
388,Product 388,Apparel,325.14,99
389,Product 389,Apparel,367.82,38
390,Product 390,Electronics,205.12,94
391,Product 391,Home,11.49,41
392,Product 392,Home,82.44,61
393,Product 393,Home,53.25,44
394,Product 394,Books,435.04,76
395,Product 395,Home,85.86,79
395,Product 395,Home,85.86,79
396,Product 396,Home,438.24,83
397,Product 397,Home,386.51,88
398,Product 398,Electronics,139.74,64
399,Product 399,Home,375.0,69
400,Product 400,Electronics,488.83,40
401,Product 401,Electronics,117.88,18
402,Product 402,Books,73.85,86
403,Product 403,Sports,310.98,2
404,Product 404,Books,197.61,35
405,Product 405,Apparel,289.12,18
406,Product 406,Electronics,263.87,19
407,Product 407,Books,466.6,10
408,Product 408,Sports,290.41,70
409,Product 409,Home,31.19,63
410,Product 410,Electronics,113.67,85
411,Product 411,Electronics,35.95,60
412,Product 412,Apparel,24.72,43
413,Product 413,Sports,137.52,5
414,Product 414,Sports,20.72,31
415,Product 415,Books,323.65,99
416,Product 416,Apparel,,55
417,Product 417,Apparel,356.95,30
418,Product 418,Books,109.46,67
419,Product 419,Home,348.67,94
420,Product 420,Books,297.94,54
421,Product 421,Apparel,337.41,70
422,Product 422,Home,143.25,32
423,Product 423,Electronics,168.6,38
424,Product 424,Apparel,320.13,2
425,Product 425,Home,224.33,99
426,Product 426,Books,496.64,72
427,Product 427,Apparel,205.87,53
428,Product 428,Home,319.05,2
429,Product 429,Sports,201.2,85
430,Product 430,Books,32.05,8
431,Product 431,Home,,15
432,Product 432,Electronics,245.66,50
433,Product 433,Home,198.8,43
434,Product 434,Home,406.42,85
435,Product 435,Sports,71.83,79
436,Product 436,Home,,90
437,Product 437,Sports,447.58,31
438,Product 438,Sports,309.97,30
439,Product 439,Apparel,38.16,30
440,Product 440,Home,130.82,46
441,Product 441,Sports,429.31,87
442,Product 442,Books,436.7,33
443,Product 443,Books,260.58,40
444,Product 444,Sports,388.01,34
445,Product 445,Home,103.75,86
446,Product 446,Sports,367.04,76
447,Product 447,Apparel,474.2,75
448,Product 448,Home,499.27,4
449,Product 449,Sports,331.68,79
450,Product 450,Electronics,366.56,96
451,Product 451,Books,461.56,92
452,Product 452,Sports,86.65,56
453,Product 453,Books,372.33,44
454,Product 454,Apparel,50.92,43
455,Product 455,Apparel,188.62,77
456,Product 456,Home,9.86,87
457,Product 457,Electronics,359.65,35
458,Product 458,Electronics,74.93,46
459,Product 459,Books,94.86,3
460,Product 460,Books,440.01,83
461,Product 461,Electronics,329.64,13
462,Product 462,Electronics,71.42,60
463,Product 463,Electronics,120.22,34
464,Product 464,Electronics,179.39,81
465,Product 465,Home,78.43,15
466,Product 466,Books,329.27,41
467,Product 467,Home,54.4,70
468,Product 468,Apparel,145.38,55
469,Product 469,Apparel,251.44,47
470,Product 470,Sports,13.97,4
471,Product 471,Home,99.06,16
472,Product 472,Sports,377.25,73
473,Product 473,Apparel,436.56,76
474,Product 474,Books,289.88,99
475,Product 475,Home,436.35,69
476,Product 476,Books,134.66,66
477,Product 477,Apparel,464.29,79
478,Product 478,Books,81.8,32
479,Product 479,Sports,495.19,77
480,Product 480,Books,245.5,2
481,Product 481,Books,412.73,46
482,Product 482,Home,151.17,79
483,Product 483,Home,38.04,80
484,Product 484,Books,147.67,48
485,Product 485,Sports,240.29,95
486,Product 486,Books,189.55,50
487,Product 487,Apparel,167.06,25
488,Product 488,Electronics,15.5,56
489,Product 489,Sports,319.27,36
490,Product 490,Apparel,247.1,92
491,Product 491,Books,70.13,76
492,Product 492,Sports,484.22,53
493,Product 493,Books,128.21,70
494,Product 494,Books,324.53,11
495,Product 495,Electronics,458.9,25
496,Product 496,Home,351.76,85
497,Product 497,Sports,284.73,6
498,Product 498,Books,37.84,25
499,Product 499,Home,255.65,50
500,Product 500,Sports,475.19,2
